Employee ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Latitude,Longitude
00-13261071,Thomas,Wood,Male,North Carolina,Charlotte,Master,08/08/1989,26/08/2020,,Operations,Operations Analyst,48136.12,Satisfactory,35.2271,-80.8431
00-77857334,Carly,Jordan,Male,Texas,Houston,PhD,13/03/1997,15/05/2022,20/09/2022,Operations,Operations Analyst,114677.1,Satisfactory,29.7604,-95.3698
00-39830986,Linda,Mccall,Male,Texas,Dallas,High School,12/08/1989,23/09/2022,,Operations,Inventory Specialist,59911.2,Good,32.7767,-96.797
00-62007096,Andrew,Patrick,Male,New York,Rochester,Master,27/04/1981,16/08/2019,,HR,HR Specialist,63347.73,Excellent,43.1566,-77.6088
00-74624875,Jeffery,Galloway,Male,California,San Diego,High School,24/04/1993,27/04/2017,29/09/2020,IT,Network Analyst,92546.79,Needs Improvement,32.7157,-117.1611
00-16420323,David,Carlson,Female,North Carolina,Raleigh,PhD,02/11/1996,02/05/2016,19/11/2024,Marketing,Marketing Coordinator,93693.49,Good,35.7796,-78.6382
00-78977968,Michael,Vargas,Male,Texas,Houston,Bachelor,29/10/1964,10/01/2022,27/05/2022,HR,Recruiter,83721.58,Satisfactory,29.7604,-95.3698
00-28322342,Martin,Powers,Male,North Carolina,Raleigh,Bachelor,20/12/1997,31/01/2021,21/03/2025,Customer Service,Help Desk Technician,79705.4,Excellent,35.7796,-78.6382
00-68419806,April,Hughes,Female,California,San Francisco,Bachelor,14/08/1994,03/01/2022,11/06/2025,Customer Service,Customer Support Specialist,44092.25,Good,37.7749,-122.4194
00-91391984,Brian,Martin,Female,New York,Rochester,Master,05/02/1993,17/09/2024,18/01/2022,Operations,Inventory Specialist,68251.37,Satisfactory,43.1566,-77.6088
00-79603446,George,Noble,Male,California,Los Angeles,Master,20/09/1986,13/08/2019,,Operations,Logistics Coordinator,43187.61,Good,34.0522,-118.2437
00-49559476,Jason,Greer,Female,Texas,Houston,Master,31/07/1970,02/11/2018,15/05/2021,IT,Software Engineer,90776.37,Good,29.7604,-95.3698
00-55591327,Melinda,Lawson,Female,California,San Francisco,Master,17/12/1968,29/12/2016,17/03/2024,Marketing,Marketing Coordinator,50807.45,Needs Improvement,37.7749,-122.4194
00-74103877,Luis,Nguyen,Female,North Carolina,Greensboro,PhD,20/07/1984,01/09/2020,,Marketing,Content Strategist,116055.44,Excellent,36.0726,-79.792
00-21960629,Michael,Anderson,Male,New York,New York City,Bachelor,11/09/1980,29/10/2015,,IT,Network Analyst,90855.69,Satisfactory,40.7128,-74.006
00-38831977,Arthur,Larsen,Male,California,San Diego,Bachelor,19/05/1978,19/07/2021,13/11/2020,Customer Service,Help Desk Technician,67730.15,Satisfactory,32.7157,-117.1611
00-25883156,Alexandria,Martin,Male,North Carolina,Greensboro,Master,25/09/1975,02/10/2019,20/05/2024,Marketing,Marketing Coordinator,113239.43,Good,36.0726,-79.792
00-34379925,Kristen,Smith,Female,New York,Rochester,High School,18/02/1981,08/11/2024,25/11/2024,HR,Recruiter,71483.07,Good,43.1566,-77.6088
00-77798127,Russell,Owen,Male,North Carolina,Charlotte,PhD,31/03/1984,27/07/2022,08/05/2023,Marketing,Marketing Coordinator,88584.2,Excellent,35.2271,-80.8431
00-93770817,Brittney,Owens,Female,California,San Francisco,PhD,17/11/1973,30/08/2024,,HR,Recruiter,109253.1,Satisfactory,37.7749,-122.4194
00-30924772,David,Thomas,Male,Texas,Dallas,Master,16/03/1999,27/08/2023,,Marketing,Marketing Coordinator,106602.51,Excellent,32.7767,-96.797
00-47884794,Jillian,Johnson,Male,Texas,Dallas,PhD,13/10/2000,19/09/2016,27/11/2023,Marketing,Content Strategist,110596.05,Good,32.7767,-96.797
00-65813992,Stephanie,Shelton,Male,North Carolina,Charlotte,Master,02/03/1967,15/09/2017,26/08/2024,Customer Service,Help Desk Technician,86381.31,Satisfactory,35.2271,-80.8431
00-34990356,Mary,Delgado,Male,California,San Francisco,High School,25/04/1992,08/03/2022,22/12/2021,HR,Recruiter,50920.5,Needs Improvement,37.7749,-122.4194
00-46331966,Jonathan,Harvey,Female,Texas,Houston,PhD,15/09/1984,06/09/2021,21/02/2023,HR,Training Coordinator,77202.08,Good,29.7604,-95.3698
00-83955260,Stephanie,Schneider,Male,New York,Rochester,High School,21/10/1981,09/04/2018,23/02/2025,IT,Software Engineer,72037.48,Good,43.1566,-77.6088
00-96282704,Jessica,Fletcher,Male,North Carolina,Raleigh,Master,10/10/2000,26/07/2025,12/05/2025,Marketing,Marketing Coordinator,60147.54,Needs Improvement,35.7796,-78.6382
00-77935498,Margaret,Rowe,Female,Texas,Dallas,Master,25/02/1966,23/08/2016,05/10/2022,Operations,Logistics Coordinator,63279.0,Excellent,32.7767,-96.797
00-20435427,Diana,Lane,Male,New York,Buffalo,Bachelor,04/08/1984,21/08/2020,11/02/2025,HR,Recruiter,118206.24,Excellent,42.8864,-78.8784
00-29157401,Amber,Wright,Female,California,Los Angeles,High School,24/08/1990,03/09/2018,13/09/2021,Marketing,SEO Specialist,44460.19,Satisfactory,34.0522,-118.2437
00-71608745,Amy,Marks,Female,New York,Buffalo,Master,30/03/2002,03/11/2018,,HR,Recruiter,103351.73,Good,42.8864,-78.8784
00-43904558,Jessica,Moore,Male,New York,New York City,Bachelor,13/06/1973,27/06/2021,,HR,HR Specialist,86502.73,Needs Improvement,40.7128,-74.006
00-44246847,Michael,Summers,Female,California,San Diego,Bachelor,15/02/1994,13/11/2018,12/07/2024,Marketing,SEO Specialist,87981.34,Satisfactory,32.7157,-117.1611
00-93696245,Alexis,Medina,Female,North Carolina,Raleigh,PhD,12/08/1999,24/09/2015,09/11/2020,Operations,Logistics Coordinator,107209.67,Good,35.7796,-78.6382
00-94218437,Shane,Yates,Male,North Carolina,Greensboro,Bachelor,27/03/1983,10/12/2018,09/11/2023,HR,Training Coordinator,49464.49,Good,36.0726,-79.792
00-82229655,Vanessa,Wade,Female,New York,Rochester,Master,07/04/2003,13/01/2019,08/08/2025,Customer Service,Customer Support Specialist,96432.79,Needs Improvement,43.1566,-77.6088
00-30372994,Ryan,Clark,Female,New York,Rochester,PhD,29/05/1990,25/08/2016,,Marketing,SEO Specialist,94128.72,Needs Improvement,43.1566,-77.6088
00-97113102,Pamela,Rodriguez,Female,New York,Rochester,Bachelor,16/04/1987,02/12/2018,06/03/2022,Finance,Accountant,90915.19,Good,43.1566,-77.6088
00-58189844,Victoria,Johnson,Male,New York,Buffalo,Master,08/08/1970,02/06/2022,,Customer Service,Customer Support Specialist,103299.59,Needs Improvement,42.8864,-78.8784
00-55164557,Brian,Valdez,Female,Texas,Houston,Master,29/05/1972,09/09/2022,05/07/2022,IT,System Administrator,62513.32,Satisfactory,29.7604,-95.3698
00-68605832,Martin,Mckee,Female,California,Los Angeles,High School,26/01/1969,11/07/2022,31/10/2020,Finance,Accountant,96516.68,Needs Improvement,34.0522,-118.2437
00-95052087,Jeffrey,Barnes,Female,North Carolina,Greensboro,PhD,09/02/1990,27/10/2016,,IT,Network Analyst,52233.09,Needs Improvement,36.0726,-79.792
00-67951472,Kristin,Gordon,Male,California,San Diego,Master,16/07/1998,08/06/2024,14/12/2023,HR,Training Coordinator,111930.3,Excellent,32.7157,-117.1611
00-14903878,Donna,Horton,Male,California,Los Angeles,PhD,09/07/1994,17/11/2020,,HR,Recruiter,88317.82,Needs Improvement,34.0522,-118.2437
00-60415087,Eric,Buckley,Male,Texas,Dallas,High School,22/04/1977,30/01/2021,,Finance,Accounts Payable Specialist,72392.73,Satisfactory,32.7767,-96.797
00-43038748,John,Schmidt,Male,Texas,Austin,High School,17/09/1984,25/06/2018,23/03/2024,IT,System Administrator,115127.94,Good,30.2672,-97.7431
00-66091098,Gabriela,Braun,Female,North Carolina,Raleigh,PhD,12/09/1981,12/06/2024,28/01/2025,Finance,Financial Analyst,118836.13,Good,35.7796,-78.6382
00-15622382,Tracy,Sheppard,Female,New York,New York City,PhD,16/02/1994,05/12/2019,,Marketing,Content Strategist,66042.23,Excellent,40.7128,-74.006
00-79652616,David,Faulkner,Male,California,Los Angeles,PhD,05/07/1984,26/06/2016,19/02/2024,Marketing,SEO Specialist,60647.72,Needs Improvement,34.0522,-118.2437
00-45982590,Justin,Washington,Female,New York,New York City,PhD,15/09/1982,09/05/2019,09/09/2021,Customer Service,Customer Support Specialist,96056.85,Excellent,40.7128,-74.006
00-90739312,Frank,Franco,Female,North Carolina,Greensboro,Master,09/06/1999,10/09/2021,,Marketing,SEO Specialist,93677.17,Good,36.0726,-79.792
00-52168535,Stephanie,Diaz,Female,North Carolina,Charlotte,Bachelor,25/09/1968,10/07/2022,,Customer Service,Help Desk Technician,77981.49,Good,35.2271,-80.8431
00-66683678,Jason,Love,Male,Texas,Austin,PhD,26/10/1996,15/05/2019,,IT,System Administrator,51180.48,Good,30.2672,-97.7431
00-41173518,Cathy,Ellis,Female,Texas,Dallas,PhD,02/04/1997,13/12/2022,18/01/2021,Finance,Accountant,108107.01,Needs Improvement,32.7767,-96.797
00-75766958,Rodney,Perez,Female,New York,Buffalo,High School,28/12/1977,30/11/2017,02/10/2022,Marketing,Marketing Coordinator,61173.56,Good,42.8864,-78.8784
00-28261309,Jennifer,Ramos,Female,California,San Diego,High School,21/03/1986,30/01/2019,08/03/2024,HR,Recruiter,100540.15,Needs Improvement,32.7157,-117.1611
00-69595132,Erin,Torres,Male,Texas,Houston,PhD,19/03/1995,07/08/2016,03/09/2021,HR,Recruiter,71186.46,Good,29.7604,-95.3698
00-64114765,Kathleen,Russell,Male,California,Los Angeles,Bachelor,28/11/2002,21/10/2017,16/05/2025,Marketing,Content Strategist,110253.84,Needs Improvement,34.0522,-118.2437
00-23894885,Mark,Snyder,Male,North Carolina,Charlotte,Master,22/05/2001,13/09/2019,16/11/2021,HR,Recruiter,80343.84,Satisfactory,35.2271,-80.8431
00-82407857,Christina,Davis,Male,New York,New York City,Bachelor,19/09/1971,09/01/2021,28/10/2024,HR,Recruiter,81606.68,Good,40.7128,-74.006
00-23778897,James,Combs,Male,New York,New York City,Bachelor,24/12/1975,05/02/2019,04/09/2022,IT,Software Engineer,68781.9,Needs Improvement,40.7128,-74.006
00-76769463,Matthew,Johnson,Male,California,San Diego,High School,19/12/1966,11/07/2017,02/07/2023,Customer Service,Customer Support Specialist,93992.37,Needs Improvement,32.7157,-117.1611
00-40448144,Doris,Frost,Female,New York,Buffalo,Master,14/04/1990,13/09/2018,,HR,Training Coordinator,80807.17,Needs Improvement,42.8864,-78.8784
00-82896416,Ashley,Marshall,Male,New York,Rochester,Master,29/07/1965,12/01/2019,,Marketing,SEO Specialist,101826.6,Needs Improvement,43.1566,-77.6088
00-19611793,Robert,Johnson,Male,Texas,Dallas,High School,06/04/1974,08/11/2023,20/12/2024,Marketing,SEO Specialist,49398.1,Excellent,32.7767,-96.797
00-88524726,Julian,Powell,Male,North Carolina,Raleigh,PhD,23/07/2000,03/11/2019,,Marketing,Content Strategist,74145.4,Good,35.7796,-78.6382
00-27730572,Hannah,Graves,Male,Texas,Dallas,Master,31/10/1994,16/12/2022,,HR,Recruiter,40009.22,Needs Improvement,32.7767,-96.797
00-85464647,David,Glenn,Male,North Carolina,Charlotte,High School,24/04/1965,27/01/2017,,Marketing,Content Strategist,45491.35,Needs Improvement,35.2271,-80.8431
00-73178398,Patricia,Meyer,Male,California,San Francisco,PhD,16/08/1996,17/09/2021,02/09/2020,Marketing,Marketing Coordinator,70955.48,Satisfactory,37.7749,-122.4194
00-44331350,Tracy,Long,Male,New York,Buffalo,Master,27/12/1985,05/10/2019,17/12/2022,Marketing,Content Strategist,42611.98,Excellent,42.8864,-78.8784
00-91567630,Christina,Brown,Male,New York,Buffalo,Master,17/11/1985,03/01/2019,18/11/2020,Finance,Accounts Payable Specialist,97244.43,Good,42.8864,-78.8784
00-47125203,Jose,Hutchinson,Male,California,San Francisco,Master,08/03/1986,14/07/2016,09/12/2023,Finance,Accounts Payable Specialist,117650.04,Excellent,37.7749,-122.4194
00-48548364,Steven,Hebert,Male,New York,New York City,Bachelor,15/11/1993,02/01/2024,04/09/2024,IT,Network Analyst,62356.98,Needs Improvement,40.7128,-74.006
00-65841023,Robert,King,Female,California,San Diego,Bachelor,26/09/1996,22/07/2020,07/12/2024,IT,System Administrator,117335.73,Good,32.7157,-117.1611
00-28299940,Justin,Gibson,Female,New York,Rochester,Master,13/06/1992,10/08/2022,06/04/2025,IT,Software Engineer,60599.08,Needs Improvement,43.1566,-77.6088
00-51889985,Zachary,Aguilar,Female,Texas,Austin,Bachelor,30/08/1986,07/11/2018,21/10/2023,Operations,Logistics Coordinator,44750.15,Excellent,30.2672,-97.7431
00-51338988,Jose,Garza,Female,New York,Buffalo,PhD,20/10/1975,12/02/2017,,Customer Service,Help Desk Technician,80544.66,Excellent,42.8864,-78.8784
00-15547028,Michelle,Johnson,Male,California,Los Angeles,Master,01/02/2002,13/05/2021,09/02/2021,HR,HR Specialist,48053.36,Satisfactory,34.0522,-118.2437
00-85086792,David,Moon,Female,Texas,Houston,Master,13/06/1978,03/08/2025,08/01/2024,IT,Software Engineer,77698.25,Satisfactory,29.7604,-95.3698
00-75975371,Megan,Blevins,Female,California,San Francisco,PhD,27/09/1996,27/01/2018,30/03/2021,Marketing,SEO Specialist,77034.48,Satisfactory,37.7749,-122.4194
00-70823209,Darlene,Hill,Female,Texas,Dallas,Bachelor,30/11/2002,03/06/2023,,HR,HR Specialist,47214.18,Satisfactory,32.7767,-96.797
00-65545982,Brandon,Scott,Male,California,San Diego,High School,31/05/1979,05/07/2025,,Customer Service,Help Desk Technician,52528.79,Good,32.7157,-117.1611
00-87191829,Lisa,Ball,Female,North Carolina,Greensboro,High School,02/01/1973,21/04/2021,18/02/2023,Operations,Inventory Specialist,77611.9,Good,36.0726,-79.792
00-87671324,Christopher,Campbell,Male,California,San Diego,Bachelor,10/10/1985,10/11/2017,11/02/2025,Operations,Logistics Coordinator,69837.27,Good,32.7157,-117.1611
00-31151540,Antonio,Henderson,Female,Texas,Dallas,High School,30/04/1992,20/11/2022,,HR,Recruiter,119600.04,Good,32.7767,-96.797
00-16342191,Lori,Francis,Male,Texas,Dallas,High School,25/02/2002,08/12/2018,16/03/2022,Customer Service,Help Desk Technician,87830.22,Excellent,32.7767,-96.797
00-91021888,Christian,Ramos,Male,North Carolina,Raleigh,Bachelor,23/03/1993,30/05/2024,12/04/2023,HR,Recruiter,46086.93,Satisfactory,35.7796,-78.6382
00-36074701,Ronald,Page,Male,North Carolina,Charlotte,Master,15/07/1999,25/06/2021,11/05/2021,Operations,Inventory Specialist,86719.87,Good,35.2271,-80.8431
00-48674695,Daniel,White,Male,New York,New York City,High School,26/09/1967,04/01/2017,,Customer Service,Help Desk Technician,107390.81,Excellent,40.7128,-74.006
00-56647356,Christopher,Richard,Female,New York,Buffalo,High School,15/12/1991,10/12/2020,,HR,Recruiter,85416.96,Needs Improvement,42.8864,-78.8784
00-36983135,Andrew,Osborn,Male,California,San Francisco,PhD,29/03/1977,07/10/2019,,Customer Service,Help Desk Technician,43940.34,Good,37.7749,-122.4194
00-84886369,Kathleen,Mcintyre,Female,California,Los Angeles,PhD,05/12/1975,26/10/2024,,Finance,Financial Analyst,119254.85,Excellent,34.0522,-118.2437
00-77137359,Angela,Tucker,Male,New York,Rochester,High School,29/06/1990,02/09/2017,,Marketing,Content Strategist,86155.73,Good,43.1566,-77.6088
00-16850508,Rita,Huerta,Female,North Carolina,Raleigh,Bachelor,20/03/1989,02/01/2021,02/01/2021,Marketing,SEO Specialist,105640.45,Needs Improvement,35.7796,-78.6382
00-65565589,David,Parks,Male,California,San Diego,High School,22/01/1988,12/11/2016,04/08/2022,IT,Network Analyst,68291.71,Needs Improvement,32.7157,-117.1611
00-91866207,Courtney,Duran,Male,New York,Buffalo,Bachelor,09/11/1974,10/02/2022,20/04/2023,Customer Service,Customer Support Specialist,70929.36,Satisfactory,42.8864,-78.8784
00-97298603,Gabriel,Lopez,Female,North Carolina,Greensboro,PhD,19/02/1982,25/01/2016,01/11/2020,HR,Training Coordinator,86902.46,Satisfactory,36.0726,-79.792
00-64751089,Alexander,Sutton,Male,New York,Rochester,Bachelor,21/09/1976,04/11/2021,19/06/2023,Finance,Accounts Payable Specialist,115002.57,Excellent,43.1566,-77.6088
00-65934518,Miranda,Deleon,Female,New York,New York City,High School,16/09/1967,13/03/2025,17/03/2022,Operations,Operations Analyst,59074.67,Satisfactory,40.7128,-74.006
00-20012210,Michael,Thompson,Female,Texas,Houston,Master,18/08/1987,01/05/2020,,HR,Training Coordinator,77017.42,Excellent,29.7604,-95.3698
00-89134453,Krista,Thompson,Male,Texas,Austin,Master,21/11/1990,20/10/2022,01/09/2023,IT,System Administrator,103689.03,Good,30.2672,-97.7431
00-55022069,Jordan,Morales,Female,North Carolina,Greensboro,Master,23/10/1974,26/04/2017,,Finance,Financial Analyst,71750.57,Satisfactory,36.0726,-79.792
00-66657239,Alan,Hall,Female,New York,Rochester,High School,12/03/1980,27/06/2016,13/05/2021,Operations,Inventory Specialist,78326.49,Satisfactory,43.1566,-77.6088
00-47903307,Timothy,Madden,Female,New York,Buffalo,PhD,06/03/1989,25/12/2021,04/04/2022,IT,Network Analyst,48694.07,Excellent,42.8864,-78.8784
00-57662464,Stacey,Moss,Female,California,San Diego,PhD,21/06/1979,31/12/2023,,HR,Recruiter,118949.51,Needs Improvement,32.7157,-117.1611
00-63715531,Judy,Vega,Male,New York,Buffalo,Master,17/04/1981,12/04/2020,06/07/2025,Finance,Financial Analyst,53412.41,Excellent,42.8864,-78.8784
00-31093019,Jeffrey,Graham,Male,New York,Rochester,Bachelor,24/04/1979,08/01/2016,,HR,Recruiter,65431.71,Satisfactory,43.1566,-77.6088
00-46469113,Alex,Sharp,Female,North Carolina,Charlotte,Master,22/06/1978,20/03/2019,23/02/2022,Customer Service,Help Desk Technician,54412.13,Satisfactory,35.2271,-80.8431
00-95357358,Linda,Stevens,Female,Texas,Austin,Bachelor,03/11/1972,04/07/2023,,Customer Service,Customer Support Specialist,79468.71,Needs Improvement,30.2672,-97.7431
00-31396235,James,Hernandez,Male,California,Los Angeles,Master,17/10/1992,27/06/2020,14/07/2025,HR,HR Specialist,73363.46,Excellent,34.0522,-118.2437
00-42576490,Robert,Velasquez,Female,North Carolina,Greensboro,PhD,11/01/1976,19/06/2024,,Finance,Accountant,75365.94,Good,36.0726,-79.792
00-28806014,Amy,Ball,Female,California,Los Angeles,PhD,12/04/2000,16/07/2023,21/11/2024,HR,Training Coordinator,117593.05,Good,34.0522,-118.2437
00-46895461,Lauren,Rodriguez,Male,California,San Francisco,PhD,25/11/1999,13/04/2023,30/06/2022,HR,HR Specialist,51391.51,Needs Improvement,37.7749,-122.4194
00-50366979,Joseph,Holland,Male,North Carolina,Greensboro,Bachelor,01/11/1982,13/10/2020,31/05/2021,IT,Network Analyst,94235.54,Satisfactory,36.0726,-79.792
00-70393776,Nicole,Vargas,Female,California,San Francisco,High School,17/06/1968,10/09/2021,06/12/2020,Finance,Accountant,99322.59,Good,37.7749,-122.4194
00-38003655,Brandon,Combs,Male,North Carolina,Charlotte,Master,22/06/1985,12/01/2016,,Marketing,SEO Specialist,102598.85,Satisfactory,35.2271,-80.8431
00-58550702,Philip,Prince,Female,North Carolina,Greensboro,High School,25/06/1977,28/09/2017,,IT,Software Engineer,80599.63,Satisfactory,36.0726,-79.792
00-53464346,Zachary,Martin,Male,North Carolina,Charlotte,High School,29/08/1970,25/09/2023,27/08/2022,Finance,Financial Analyst,81505.24,Good,35.2271,-80.8431
00-40815796,Kenneth,King,Female,New York,Rochester,PhD,28/12/1986,06/01/2020,27/05/2022,Marketing,Content Strategist,108843.9,Needs Improvement,43.1566,-77.6088
00-12006759,James,Johnson,Female,California,Los Angeles,High School,16/01/1977,27/09/2017,01/08/2024,Operations,Logistics Coordinator,113460.55,Needs Improvement,34.0522,-118.2437
00-87946523,Vincent,Parks,Female,North Carolina,Greensboro,Bachelor,20/03/1982,07/09/2017,12/03/2021,Marketing,Marketing Coordinator,103277.12,Good,36.0726,-79.792
00-70399055,Ann,Barber,Female,New York,New York City,High School,18/07/1976,04/04/2021,13/06/2021,Operations,Logistics Coordinator,49177.18,Excellent,40.7128,-74.006
00-91144792,Heather,Shields,Male,California,San Diego,Master,18/01/1992,25/07/2018,14/01/2024,IT,Software Engineer,75104.01,Good,32.7157,-117.1611
00-43879426,Emily,Farmer,Male,New York,New York City,PhD,20/03/1975,23/04/2023,28/07/2023,IT,Network Analyst,97409.39,Needs Improvement,40.7128,-74.006
00-79114608,Allison,Wood,Male,New York,New York City,High School,03/03/1965,19/04/2017,,Finance,Accountant,41109.23,Satisfactory,40.7128,-74.006
00-67235322,Steven,Phelps,Female,Texas,Dallas,PhD,25/09/1969,16/08/2024,21/01/2024,Finance,Financial Analyst,84354.18,Needs Improvement,32.7767,-96.797
